ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,X,PROPN,PUNCT,SCONJ,SYM,VERB,SPACE,CONJ
55,74,18,31,20,97,0,173,39,20,19,0,72,108,26,9,75,24,0
58,68,26,35,21,91,1,161,21,22,51,0,35,90,19,6,103,19,0
41,64,19,23,20,83,1,153,8,25,18,0,82,102,13,0,87,24,0
51,91,31,22,13,96,0,141,9,25,72,0,110,164,10,1,124,23,0
69,104,29,45,24,114,0,191,48,31,41,0,127,118,33,0,110,28,0
66,132,38,21,37,141,0,261,68,14,34,0,101,168,22,13,123,37,0
51,79,29,17,21,93,0,165,8,20,21,0,69,92,15,1,96,25,0
92,160,40,48,42,180,2,255,22,34,54,0,158,208,33,0,152,44,0
47,63,27,18,12,66,0,145,16,26,16,0,65,69,12,4,75,21,0
51,104,35,49,13,98,2,181,12,26,50,0,114,128,25,1,100,29,0
55,114,43,42,20,99,1,169,23,15,27,0,80,108,28,0,73,26,0
45,52,26,27,8,79,1,121,28,8,14,0,28,70,16,0,54,16,0
48,87,30,41,28,131,1,228,4,43,45,0,83,131,42,0,142,30,0
40,102,24,31,14,81,0,175,24,22,11,0,107,91,8,0,91,26,0
54,82,50,27,16,76,1,152,33,26,16,0,133,105,16,1,95,27,0
36,68,22,34,9,80,0,151,24,19,21,0,60,94,9,6,71,17,0
74,95,21,41,33,124,0,253,21,41,16,0,106,116,17,4,96,20,0
62,87,26,22,10,60,2,145,48,12,23,0,64,96,11,0,78,25,0
63,120,25,39,17,109,0,192,36,23,21,1,72,104,20,5,80,22,0
42,64,33,43,17,97,0,103,25,18,39,0,95,105,16,6,69,20,0
47,71,27,29,17,71,0,134,32,13,21,0,52,85,16,1,54,16,0
106,138,63,46,44,165,2,230,53,37,63,0,94,175,30,3,164,29,0
86,207,50,56,18,204,0,421,69,39,50,0,57,183,29,39,179,34,0
56,79,24,42,23,83,1,148,21,24,28,0,122,101,16,1,95,21,0
52,122,38,29,28,117,0,202,49,19,28,0,106,155,13,0,97,34,0
55,116,23,38,31,145,1,213,32,39,50,0,85,140,20,6,179,26,0
23,66,35,34,10,57,0,126,34,20,25,1,70,98,22,13,72,22,0
65,86,36,46,33,113,5,171,19,35,41,0,129,139,22,1,103,30,0
70,83,44,39,29,87,2,165,12,23,30,1,75,119,19,0,110,19,0
58,93,34,40,21,94,0,164,16,50,40,0,82,119,27,1,143,27,0
38,73,8,33,17,97,0,145,7,33,22,0,110,74,17,1,82,22,0
50,98,42,27,28,129,3,218,71,25,50,1,37,138,22,22,137,26,0
84,102,38,39,20,79,0,235,30,11,22,1,48,162,25,0,91,21,0
64,69,35,25,13,81,0,112,25,5,15,0,65,92,14,0,53,21,0
86,109,51,54,26,137,0,207,11,36,59,1,97,137,25,0,138,28,0
84,180,53,80,51,214,1,425,11,62,70,0,111,239,54,0,300,46,0
31,80,18,27,17,95,0,156,8,31,18,0,104,91,16,1,93,22,0
64,79,26,35,29,112,0,163,27,29,16,0,132,135,17,1,100,28,0
28,118,34,48,29,116,2,220,33,42,40,0,72,137,17,0,120,24,0
59,103,38,50,23,100,1,199,32,19,30,0,41,107,22,0,87,19,0
37,79,33,36,18,79,0,132,27,19,36,0,42,83,12,0,80,18,0
56,123,21,36,12,126,1,201,21,39,38,0,140,128,14,6,141,22,0
68,129,59,44,26,132,0,226,17,26,28,0,124,131,29,1,105,31,0
63,114,45,46,16,111,0,223,32,33,38,0,76,127,22,0,117,30,0
111,149,84,101,53,203,2,371,18,49,73,1,169,280,60,1,265,40,0
56,123,32,35,17,119,1,211,64,24,12,0,60,104,19,16,109,29,0
67,86,35,26,24,97,0,185,27,24,22,0,80,105,28,5,105,32,0
98,80,26,42,21,115,0,177,24,19,8,0,104,120,21,0,73,22,0
78,122,45,42,45,136,0,347,17,43,28,0,122,165,30,5,159,31,0
28,59,22,23,13,72,0,119,32,21,38,0,39,83,15,11,83,15,0
88,119,45,31,28,120,0,269,24,40,48,0,86,141,19,2,135,39,0
56,115,25,30,17,84,0,206,40,25,25,0,95,125,18,7,93,20,0
62,89,22,19,20,88,1,154,31,12,14,0,80,102,26,5,78,31,0
54,101,22,43,18,106,0,165,63,26,24,1,57,102,20,25,103,29,0
23,66,13,29,16,64,1,108,18,24,32,0,72,89,11,1,78,13,0
56,113,31,41,16,118,0,237,31,47,33,3,83,124,24,16,152,30,0
93,134,47,78,29,134,1,259,30,45,54,4,76,206,36,0,157,31,0
57,107,31,35,22,110,3,177,16,29,37,0,83,122,19,0,108,23,0
50,67,22,12,14,69,1,156,22,21,17,0,34,90,19,2,79,21,0
85,168,58,56,26,176,0,303,22,42,32,0,159,199,34,2,211,36,0
73,120,42,58,28,138,0,245,42,28,47,0,83,141,25,0,138,37,0
76,158,47,53,30,140,0,230,74,43,49,1,233,172,36,23,161,50,0
59,53,34,41,22,70,1,130,32,23,27,0,50,95,26,0,73,23,0
57,119,34,63,20,150,1,230,27,51,63,0,112,137,31,1,183,27,0
25,62,14,18,18,66,0,153,58,31,9,0,62,107,18,13,83,19,0
76,159,51,67,41,161,2,242,39,60,65,0,173,216,29,1,204,42,0
29,82,38,15,13,86,0,154,46,13,36,1,42,100,20,16,93,18,0
59,147,45,54,32,175,0,283,59,48,73,3,172,247,29,5,216,50,0
41,67,14,21,7,79,0,113,22,17,11,0,76,76,6,13,59,22,0
48,111,40,23,25,104,0,181,51,15,15,0,61,102,14,6,93,27,0
27,83,33,39,14,91,0,134,31,27,21,0,128,99,21,0,97,26,0
37,57,26,19,13,76,0,136,35,12,9,0,53,73,16,1,69,19,0
36,79,19,15,10,81,1,147,34,17,14,3,47,60,13,13,66,16,0
71,144,37,45,24,135,1,267,45,34,77,0,108,179,39,0,178,31,0
84,155,52,39,40,120,2,289,25,36,36,4,132,200,20,5,163,39,0
44,118,42,51,27,136,1,233,16,45,107,0,189,211,22,0,191,40,0
49,68,26,33,21,86,0,124,24,13,39,0,91,83,15,8,74,16,0
74,159,51,54,39,172,1,321,23,47,53,0,111,167,32,0,196,35,0
71,129,47,36,37,130,0,225,46,34,50,0,106,141,19,2,142,39,0
43,69,32,32,15,72,0,143,21,18,25,0,73,87,23,0,89,29,0
44,77,22,36,21,83,0,154,12,26,36,0,65,83,17,0,91,17,0
61,93,31,46,21,133,0,199,6,29,33,1,80,145,15,3,99,36,0
45,90,20,23,16,112,0,192,22,20,15,0,67,86,16,10,96,26,0
58,86,37,37,17,120,1,226,13,44,22,0,82,141,20,0,127,40,0
117,162,59,78,61,203,3,311,15,75,102,0,214,258,46,0,226,46,0
37,116,29,32,22,135,0,182,39,31,27,0,121,106,13,0,109,20,0
78,106,45,38,26,101,0,195,39,19,27,0,104,134,33,1,102,27,0
51,120,39,40,23,124,0,236,53,26,23,0,74,136,20,2,93,33,0
72,111,34,48,33,112,0,244,23,35,39,2,106,136,23,1,120,32,0
15,44,12,11,5,31,0,61,20,5,10,0,48,56,10,0,47,10,0
76,116,40,68,41,164,0,308,27,63,44,0,121,241,39,2,203,43,0
31,34,18,21,9,48,0,87,10,18,8,0,67,55,11,0,38,14,0
83,103,56,51,27,109,0,218,51,40,17,0,67,149,24,19,123,28,0
44,87,25,20,18,70,0,138,26,31,27,0,125,97,17,1,90,20,0
92,99,35,30,29,104,1,192,37,25,21,0,53,110,9,1,81,31,0
68,88,30,14,17,89,0,136,53,5,21,0,54,84,15,13,78,24,0
105,159,56,75,52,182,1,336,30,55,66,0,200,225,52,3,188,34,0
59,111,26,62,21,147,1,243,13,45,43,0,141,139,24,1,159,38,0
49,103,67,51,28,132,3,208,12,38,77,0,122,193,25,0,154,23,0
133,203,68,100,63,260,3,502,36,90,78,4,149,231,54,7,250,48,0
106,186,68,59,70,134,3,350,101,33,50,3,93,247,39,33,149,53,0
67,137,46,54,36,148,0,292,48,49,58,2,105,186,44,4,237,33,0
34,55,25,25,8,64,0,97,36,11,18,0,35,76,7,7,58,16,0
69,79,37,43,32,98,0,163,31,18,23,0,60,104,24,2,100,22,0
91,143,54,27,37,130,0,263,22,32,33,0,128,216,21,3,153,33,0
93,141,33,48,28,114,0,263,39,31,29,0,104,136,32,2,129,34,0
49,72,29,27,18,83,1,119,17,28,35,1,87,117,8,1,88,25,0
59,100,35,37,27,126,0,222,13,23,36,0,122,116,31,0,126,28,0
63,102,52,42,19,98,0,178,48,27,36,3,103,138,16,7,106,25,0
26,59,16,16,10,49,0,78,39,12,19,0,61,64,8,0,50,13,0
33,56,14,37,16,74,1,110,6,32,23,0,122,102,25,0,60,19,0
32,60,15,15,15,73,0,115,31,15,10,0,48,65,7,11,63,18,0
41,84,34,28,17,86,0,166,36,21,28,0,70,107,31,7,109,34,0
61,123,49,42,20,119,0,228,16,30,27,0,80,115,20,1,82,18,0
43,92,40,29,17,93,0,179,11,19,26,0,56,92,14,1,70,15,0
38,85,25,24,16,83,0,136,21,21,29,0,39,78,16,13,95,16,0
73,155,43,55,30,211,0,294,19,52,40,0,121,138,32,0,160,34,0
73,90,28,43,20,103,0,183,39,22,32,0,92,121,22,3,116,19,0
50,117,39,38,19,86,0,222,75,28,25,1,76,140,23,16,129,27,0
50,70,33,20,25,72,0,143,30,11,17,0,81,90,23,2,76,26,0
50,117,24,49,34,117,0,217,17,26,25,0,128,109,19,1,131,23,0
59,124,24,30,21,111,0,226,32,33,22,2,121,110,21,4,98,25,0
77,109,28,38,36,132,0,268,13,42,33,5,54,143,22,0,169,35,0
58,112,25,40,47,128,0,226,21,38,36,0,92,127,21,1,143,20,0
58,113,25,40,47,129,0,226,21,38,36,0,93,125,21,1,142,20,0
48,77,13,26,14,93,0,139,29,22,20,0,51,65,11,4,80,24,0
66,74,41,31,18,90,0,125,17,15,27,1,114,97,16,0,57,26,0
106,167,53,60,29,224,2,318,39,47,44,0,126,237,33,3,213,56,0
61,69,27,24,21,92,0,156,19,32,15,0,63,99,9,7,114,26,0
68,137,60,68,28,197,2,305,61,52,52,0,88,197,42,7,197,26,0
45,83,21,32,14,86,0,153,39,21,23,0,47,96,24,0,91,20,0
75,133,44,58,28,148,1,267,41,51,38,0,119,155,20,1,166,40,0
65,91,43,32,17,69,0,164,33,24,24,0,86,108,21,10,79,31,0
50,89,26,20,17,91,0,139,38,23,21,0,75,102,23,0,76,25,0
48,116,28,38,23,115,0,213,20,23,46,0,71,110,12,1,122,26,0
61,106,28,45,25,100,0,204,17,32,33,0,85,148,8,1,104,30,0
43,87,22,22,8,100,0,150,43,25,14,0,71,90,8,8,102,25,0
116,157,57,61,47,166,0,353,49,45,49,1,111,223,44,3,240,60,0
43,60,19,17,16,54,0,124,28,20,10,0,56,71,10,4,83,18,0
65,117,48,41,28,178,0,263,69,31,45,0,112,194,29,27,155,37,0
62,89,33,46,28,108,0,208,30,26,41,0,89,160,31,3,109,26,0
35,98,26,43,23,127,2,210,23,22,25,0,63,100,9,0,98,23,0
73,125,41,45,31,146,0,224,27,34,53,0,107,177,18,4,163,31,0
62,70,39,41,16,98,0,142,45,21,63,0,65,124,19,15,106,28,0
41,87,16,36,15,97,3,169,20,17,45,0,102,107,18,2,95,27,0
61,106,33,44,29,97,0,174,9,27,42,0,153,124,18,0,109,34,0
69,117,30,55,26,101,0,189,14,32,26,0,134,129,20,0,114,25,0
83,115,39,60,29,133,1,221,15,33,54,0,123,174,18,0,118,31,0
67,121,29,33,25,119,0,257,31,17,37,0,58,124,23,11,117,21,0
62,116,39,46,35,103,0,226,38,26,22,0,104,116,24,1,116,25,0
35,71,28,35,22,101,0,165,9,36,42,0,82,110,15,1,113,24,0
65,94,34,28,25,83,0,220,51,16,15,0,47,163,16,1,84,32,0
31,76,31,39,25,111,5,171,23,34,47,0,73,138,18,0,130,26,0
47,69,18,42,16,106,1,164,11,35,34,0,94,116,16,0,126,29,0
68,97,44,50,33,131,1,235,32,44,40,0,106,155,23,15,150,36,0
70,97,49,40,17,104,0,180,53,19,29,0,67,97,25,0,76,19,0
94,138,50,55,41,151,1,324,28,39,51,0,108,214,29,3,173,44,0
60,101,36,34,25,88,0,232,41,24,30,0,105,134,11,0,103,29,0
48,60,31,30,27,81,1,148,22,19,45,0,90,123,26,0,98,20,0
71,89,33,48,31,88,0,179,44,25,37,0,75,108,24,3,88,39,0
27,111,39,30,22,71,0,169,32,20,19,0,97,112,19,1,92,20,0
59,88,17,24,15,85,0,157,35,17,20,0,67,83,10,0,78,22,0
33,70,28,27,4,62,0,110,40,6,17,0,78,61,18,6,46,22,0
49,80,36,37,25,66,0,129,42,15,17,0,73,92,17,0,73,25,0
42,84,22,26,16,78,0,109,18,31,35,0,117,91,22,0,85,22,0
58,103,39,41,44,110,0,257,11,21,28,0,70,111,15,0,132,16,0
68,124,65,56,35,123,0,293,60,45,36,0,71,203,27,1,170,29,0
85,112,22,35,29,113,1,214,30,34,36,0,115,148,22,0,134,32,0
33,89,19,28,23,91,0,140,30,18,31,0,81,94,18,3,92,25,0
40,79,25,31,22,98,1,158,26,48,16,0,124,98,15,0,57,53,0
96,122,45,30,25,109,0,221,22,28,15,0,115,133,19,0,84,27,0
75,110,29,48,29,125,0,257,28,27,24,0,78,96,22,7,120,23,0
46,87,38,37,24,110,0,194,11,45,39,0,106,140,22,0,150,31,0
39,125,33,22,34,145,0,270,54,29,23,0,82,141,18,17,132,29,0
56,121,25,58,25,144,0,221,22,32,40,1,144,160,17,3,127,36,0
70,101,44,49,33,122,0,202,34,21,40,0,110,164,46,2,124,24,0
79,127,43,54,27,166,1,258,27,47,61,0,150,221,38,1,163,41,0
25,73,17,19,15,65,0,135,21,14,30,0,112,77,17,12,95,23,0
69,103,65,31,22,95,0,197,52,25,16,0,87,133,14,17,114,38,0
54,83,19,25,23,101,0,166,16,26,12,0,91,83,11,0,95,25,0
43,76,22,30,20,93,1,112,23,27,34,1,107,106,22,0,92,18,0
55,105,61,59,27,91,0,181,43,32,48,0,94,131,25,6,119,23,0
55,137,37,39,37,112,0,341,35,32,31,0,103,179,30,0,173,24,0
61,103,28,43,25,136,0,202,28,21,18,0,136,123,19,2,110,25,0
52,114,52,34,21,94,1,166,12,36,66,0,120,164,27,0,134,32,0
30,56,16,17,8,74,0,108,27,11,23,0,83,73,15,7,65,21,0
72,131,34,42,34,144,0,251,42,32,24,0,141,152,33,17,163,36,0
38,86,23,25,17,61,1,138,41,16,21,0,48,80,11,1,58,18,0
31,76,21,17,23,85,0,146,15,28,27,0,121,123,9,3,97,29,0
47,56,16,16,23,79,0,166,2,23,17,0,70,89,15,0,86,24,0
63,103,31,26,21,99,0,214,15,14,11,0,103,105,16,0,71,27,0
41,80,25,15,16,92,0,173,20,12,12,0,64,89,19,2,87,25,0
33,55,6,23,14,68,0,112,21,15,24,0,46,60,10,1,77,21,0
56,62,12,35,21,100,1,147,18,24,21,0,85,106,13,0,86,26,0
43,103,38,60,22,106,0,192,53,34,32,1,110,135,31,3,138,36,0
40,80,25,36,26,89,0,185,12,33,19,0,93,98,23,0,80,24,0
31,64,32,40,17,70,0,133,29,16,27,1,68,87,17,0,67,23,0
26,57,25,24,16,67,0,139,14,20,16,0,50,72,13,1,70,21,0
28,76,40,31,17,95,1,138,27,22,46,0,91,113,23,2,107,26,0
58,77,37,31,18,91,1,178,12,30,24,0,57,94,18,4,90,19,0
38,92,32,43,30,100,1,161,14,22,71,0,103,155,22,2,133,22,0
56,104,29,52,32,118,3,203,19,35,55,0,163,155,15,2,123,26,0
58,76,51,27,26,110,1,206,31,25,25,0,65,117,24,13,116,39,0
56,109,50,36,31,105,1,244,43,33,48,0,96,133,18,2,129,39,0
59,85,23,37,34,109,0,203,12,30,38,0,78,130,24,0,117,31,0
59,76,39,42,16,97,0,181,18,17,40,0,56,87,25,0,98,17,0
44,75,34,36,18,100,0,178,11,20,26,0,57,103,15,2,100,18,0
57,83,17,24,19,116,0,170,45,15,20,0,79,106,18,14,93,26,0
64,113,39,46,29,117,0,239,29,31,50,0,78,171,14,0,140,41,0
48,100,23,20,13,99,0,183,61,14,17,0,107,109,10,17,107,29,0
97,177,78,93,45,220,10,313,14,81,147,1,156,330,46,0,302,57,0
30,38,23,21,6,43,1,77,27,14,14,1,15,43,10,0,35,15,0
57,93,24,25,23,73,0,139,23,21,16,0,122,116,14,1,78,24,0
83,99,37,31,40,75,0,215,25,25,26,0,73,110,26,1,93,21,0
76,127,32,39,39,108,0,213,31,36,42,0,138,156,28,0,145,24,0
45,94,30,31,27,90,1,201,7,29,22,0,66,96,26,0,138,23,0
13,41,32,21,10,44,0,79,7,9,19,0,55,71,12,0,47,12,0
58,93,30,35,27,83,0,228,28,30,37,0,91,147,21,0,116,53,0
77,122,45,50,33,109,0,205,32,25,32,0,88,139,25,0,115,20,0
41,66,22,26,15,104,0,196,12,30,31,0,67,87,25,3,103,19,0
54,93,43,35,32,104,2,216,20,35,59,0,97,156,20,2,149,25,0
30,64,26,24,18,61,2,114,20,10,23,0,63,88,10,0,59,22,0
71,124,34,55,18,156,0,266,40,30,35,0,85,144,37,4,150,32,0
66,136,55,37,27,146,1,290,45,32,30,0,91,188,26,0,137,44,0
39,85,20,23,17,96,0,172,19,23,22,0,74,116,16,6,97,22,0
38,61,33,26,13,65,0,120,23,15,21,0,53,101,19,1,66,16,0
83,88,31,35,17,95,0,215,17,11,30,0,56,129,30,2,100,29,0
52,62,27,27,13,63,2,149,20,20,19,0,25,116,15,0,82,17,0
81,128,34,39,39,111,0,291,55,27,38,0,86,159,26,7,143,32,0
50,83,28,22,17,94,0,155,20,29,31,0,75,118,23,6,115,22,0
81,160,67,46,26,139,0,290,51,37,32,4,104,195,34,13,148,37,0
114,164,65,82,43,193,0,379,16,51,62,0,114,184,30,2,205,45,0
46,94,26,43,24,129,0,195,17,34,46,0,123,142,18,2,130,35,0
38,79,15,15,18,62,1,146,40,16,15,0,62,73,10,12,70,24,0
50,83,29,34,25,90,0,176,17,24,23,0,43,104,15,1,79,16,0
24,63,12,21,16,56,0,101,46,9,20,2,61,68,4,0,42,18,0
39,83,28,23,15,89,0,189,22,22,32,0,94,112,25,7,124,21,0
54,80,31,39,22,80,1,160,19,32,33,0,104,130,15,1,90,29,0
34,75,31,31,22,82,0,133,25,13,31,0,99,92,21,0,79,26,0
64,86,32,64,25,128,1,187,9,38,61,0,109,128,23,0,135,27,0
44,84,27,32,19,79,0,150,23,18,22,1,102,100,21,9,105,26,0
24,56,13,17,23,55,0,129,17,11,24,0,31,67,7,0,63,17,0
37,35,26,22,12,78,0,118,23,16,24,0,36,67,13,8,65,25,0
38,49,17,24,12,62,1,154,12,28,42,0,36,80,21,2,94,19,0
43,64,18,27,17,75,0,98,36,14,19,0,41,69,17,9,57,16,0
49,77,41,45,24,100,0,235,4,32,37,1,73,135,17,0,148,26,0
106,129,42,39,20,175,1,238,68,35,28,0,114,161,46,15,127,28,0
88,153,62,52,45,149,0,251,31,43,50,0,160,156,29,1,185,34,0
51,99,38,26,14,100,0,184,43,18,26,0,82,125,21,17,95,31,0
38,88,24,24,33,89,1,129,6,9,16,0,146,112,15,1,77,23,0
64,114,34,40,25,139,1,291,56,30,46,0,94,165,15,8,145,29,0
106,192,51,69,33,169,0,305,57,52,47,0,139,195,42,1,148,39,0
50,58,20,23,12,61,0,108,31,15,12,0,24,66,11,7,50,14,0
28,52,16,14,10,49,0,95,26,16,13,0,29,50,10,0,49,13,0
58,54,25,37,14,60,2,139,5,26,37,0,56,92,14,0,82,14,0
55,103,31,35,32,116,2,218,49,54,32,2,153,152,28,6,153,36,0
31,78,26,25,7,88,1,159,51,37,17,0,54,94,8,21,87,24,0
74,134,59,42,38,141,0,254,42,28,49,0,127,142,31,0,157,26,0
63,114,46,45,22,141,2,182,75,23,53,0,138,159,21,25,140,36,0
61,105,41,42,29,123,1,230,31,36,22,0,84,155,13,0,103,28,0
28,59,24,27,12,58,1,112,8,20,36,0,64,69,19,0,66,13,0
79,117,50,35,25,109,0,254,83,32,27,0,49,142,29,25,134,24,0
104,211,83,51,40,171,0,391,188,43,34,0,99,222,36,64,204,40,0
35,55,17,21,12,67,1,98,22,11,12,0,63,60,7,3,70,17,0
53,118,38,28,31,109,0,288,58,28,29,1,78,166,22,5,131,27,0
56,91,25,31,24,79,0,179,33,22,16,0,91,84,15,5,86,21,0
92,117,54,47,31,108,1,231,39,32,53,4,77,160,32,0,139,30,0
170,228,93,84,71,299,0,536,95,57,80,0,213,305,56,24,314,70,0
99,168,46,48,36,165,1,353,60,35,47,2,104,214,26,6,175,45,0
61,111,24,35,25,101,0,213,11,28,35,0,109,120,19,2,111,34,0
78,182,66,46,23,187,2,279,43,31,32,0,134,175,28,2,145,32,0
81,128,36,46,37,119,0,270,53,29,26,0,123,191,41,4,144,36,0
49,86,32,40,14,91,0,167,48,18,21,0,84,81,18,0,71,19,0
81,127,29,39,26,96,0,263,38,37,26,0,134,152,21,0,101,33,0
80,152,41,60,28,181,0,274,29,38,45,1,124,178,29,1,154,37,0
36,62,26,39,28,73,1,132,8,25,48,0,55,112,15,0,96,17,0
96,143,80,67,54,142,1,238,27,72,50,0,223,207,38,0,187,53,0
46,97,64,76,23,129,3,181,19,54,97,0,123,185,54,0,210,28,0
42,76,26,28,16,92,0,148,25,14,25,0,46,86,30,0,87,25,0
82,114,38,44,28,119,2,191,45,26,37,0,111,117,29,2,105,26,0
61,87,34,42,26,113,0,178,26,40,32,0,109,108,18,6,120,32,0
37,69,30,21,17,56,0,99,35,14,19,0,58,64,11,0,55,14,0
88,134,44,45,33,184,1,275,31,48,37,0,185,205,38,1,164,32,0
30,65,40,49,25,100,1,152,11,27,51,0,54,99,19,0,103,20,0
66,99,25,20,26,130,0,244,34,38,27,1,125,176,23,5,150,24,0
104,201,66,70,48,194,2,386,23,58,57,1,201,251,40,4,244,42,0
45,127,31,23,17,124,0,200,82,21,27,1,139,125,23,20,110,37,0
40,99,27,40,22,96,0,165,25,20,23,0,96,90,22,1,99,23,0
25,48,19,24,15,66,0,89,10,15,39,0,57,77,15,1,68,22,0
53,85,22,31,18,82,0,167,49,36,22,0,88,105,16,10,96,32,0
59,110,40,42,18,126,1,218,41,32,26,0,74,114,21,10,126,22,0
62,156,36,40,33,102,0,256,83,16,27,0,138,155,21,3,88,73,0
49,124,22,37,21,108,1,207,57,25,26,2,116,135,30,1,84,23,0
24,52,17,16,8,66,0,89,25,18,24,0,86,69,12,0,66,13,0
41,84,24,34,22,103,0,125,21,29,17,0,109,117,9,0,93,21,0
123,171,72,79,65,203,0,407,20,64,49,0,184,257,45,0,250,39,0
54,121,33,33,23,116,1,162,26,39,44,0,142,135,15,3,123,24,0
35,97,27,28,15,84,0,154,44,24,33,0,121,127,23,0,82,14,0
43,106,54,53,40,98,0,224,22,44,74,0,94,167,33,0,147,29,0
54,111,62,43,27,99,0,210,46,43,63,0,107,197,19,0,159,27,0
84,74,41,33,21,97,2,221,32,33,33,0,58,157,22,0,109,17,0
87,127,38,44,36,120,0,282,29,35,30,0,93,142,27,4,138,36,0
56,115,25,63,14,125,0,177,36,37,32,0,145,125,16,6,125,27,0
34,62,17,33,13,90,0,115,17,24,12,0,95,89,9,2,75,18,0
59,88,20,27,19,72,1,130,27,14,35,0,55,78,15,0,80,23,0
46,124,27,22,13,124,0,233,56,32,24,0,100,135,25,9,134,20,0
44,85,46,30,10,86,1,158,54,17,25,0,69,102,19,1,80,22,0
73,87,36,49,27,104,0,172,24,29,37,0,72,116,20,0,103,28,0
47,88,18,16,21,97,0,165,56,17,15,0,74,102,7,9,83,18,0
61,105,33,54,32,141,0,224,10,35,44,0,123,147,32,0,154,34,0
71,95,25,23,25,113,0,176,17,21,28,5,144,138,25,2,109,16,0
46,70,34,40,18,85,0,136,29,10,15,0,85,79,20,7,63,18,0
41,75,20,31,12,78,0,122,33,21,14,0,76,77,9,13,78,23,0
36,85,27,41,20,104,0,164,23,26,32,0,71,87,14,0,109,22,0
32,53,16,23,10,72,0,93,6,20,28,0,54,66,4,0,74,15,0
67,94,30,38,19,93,0,161,64,16,32,0,78,103,21,0,98,53,0
84,137,48,58,25,152,0,254,31,53,43,3,151,173,31,0,156,36,0
45,121,34,40,18,106,0,179,42,32,38,0,112,130,17,6,127,26,0
93,184,69,46,50,154,0,407,66,61,49,0,121,239,29,11,198,58,0
24,57,22,23,16,87,0,139,35,25,26,0,64,88,14,7,115,25,0
15,30,5,14,12,29,0,67,16,6,15,0,97,77,4,7,34,15,0
97,124,36,38,36,159,1,305,49,51,36,0,144,165,32,15,172,49,0
77,87,22,19,15,83,0,150,16,10,19,0,75,104,9,1,76,24,0
47,143,24,26,23,115,0,215,68,24,21,0,90,110,22,0,94,27,0
29,70,26,21,8,52,0,115,34,13,13,0,92,56,13,5,51,19,0
45,87,31,21,14,64,1,149,25,34,36,0,82,120,11,5,114,26,0
81,141,39,51,33,145,0,288,23,45,57,0,123,194,25,0,163,40,0
58,120,33,50,32,124,1,216,30,26,53,0,140,149,32,4,123,29,0
31,105,30,36,16,126,0,184,50,29,25,1,87,116,19,16,136,31,0
75,132,49,38,36,129,0,253,48,42,32,0,118,168,14,15,137,32,0
33,57,25,24,10,58,0,82,12,12,18,0,85,78,11,0,61,12,0
45,81,30,22,31,92,0,208,28,30,28,0,80,117,14,7,125,28,0
119,192,73,81,51,239,0,348,20,51,83,0,222,237,43,0,229,40,0
75,126,33,50,32,117,0,221,27,15,35,0,80,122,17,13,95,34,0
57,68,27,30,26,108,0,185,6,32,32,0,71,112,25,0,110,33,0
57,93,33,36,18,107,0,196,45,35,20,0,108,101,21,16,114,28,0
63,118,28,41,25,104,1,180,22,37,50,3,120,166,30,1,138,29,0
46,68,16,30,17,76,0,125,8,19,24,0,116,108,8,0,71,21,0
51,107,46,40,27,108,0,188,45,20,35,0,64,118,21,0,99,22,0
103,235,62,76,55,231,0,441,74,60,78,0,199,295,34,20,254,60,0
45,71,51,54,25,102,0,164,25,26,45,0,25,105,28,10,109,18,0
73,88,34,42,28,135,0,210,24,17,43,0,56,118,26,2,138,23,0
55,84,43,47,16,81,0,176,21,26,39,0,54,113,16,0,112,20,0
60,84,36,31,28,104,0,227,37,29,41,0,61,142,29,1,146,32,0
70,161,40,38,28,164,0,296,25,47,45,0,183,169,29,4,180,31,0
65,103,55,51,24,148,0,252,23,41,27,0,78,155,37,1,169,27,0
63,111,42,41,21,101,0,177,42,26,33,0,93,119,15,7,82,24,0
119,142,70,55,30,181,0,270,35,44,44,0,141,215,54,15,178,29,0
50,88,37,28,14,104,1,149,32,22,33,0,46,91,14,18,93,19,0
75,168,53,43,58,145,0,290,53,28,41,1,163,252,26,29,156,31,0
95,145,35,40,45,146,0,310,25,60,63,7,108,210,32,3,236,54,0
37,65,26,27,17,73,2,167,4,19,30,0,51,102,19,0,85,23,0
39,98,35,32,18,92,0,198,36,21,30,0,68,93,25,0,103,21,0
64,99,42,36,27,126,0,249,34,32,40,0,114,147,15,9,159,34,0
127,187,71,88,53,277,1,326,29,50,88,1,168,244,41,4,235,47,0
47,109,25,39,26,138,0,163,31,26,25,0,188,175,21,0,116,30,0
48,105,29,46,33,93,0,125,29,33,43,0,143,130,13,11,100,30,0
53,89,21,29,30,81,0,191,12,23,10,0,65,79,10,0,88,24,0
67,161,31,27,34,118,0,298,88,39,22,0,98,132,14,16,142,40,0
35,47,24,15,17,60,0,114,24,15,25,0,43,83,12,1,81,18,0
35,77,29,25,19,73,1,123,27,21,30,0,116,115,12,3,74,29,0
23,49,15,21,22,94,0,166,17,13,14,1,48,90,6,0,69,21,0
61,86,23,27,17,95,0,186,37,28,26,0,42,103,15,6,119,28,0
51,97,27,24,11,144,0,203,37,34,21,0,108,106,20,9,118,28,0
47,93,28,59,26,112,1,228,29,39,55,0,127,169,42,1,141,34,0
91,134,61,81,32,221,1,301,13,56,69,3,158,222,77,1,195,33,0
